aro_id	name	definition	definition_refs	parent_ids	drug_class_id	drug_class_label	synonyms	xrefs	classification
ARO:3004120	CBP C1-aminomethylene vancomycin	CBP C1-aminomethylene vancomycin is a synthetic vancomycin derivative which exhibits multiple synergistic mechanisms of action, allowing it to effectively inhibit otherwise-glycopeptide resistant Gram-positive bacteria (notably those with functioning VanA clusters).	PMID:28559345	ARO:3000081	ARO:3000081	glycopeptide antibiotic			classified_as_antibiotic
ARO:3004121	BPI	Bactericidal/permeability-increasing (BPI) protein is a member of a new generation of proteins known as super-antibiotics that are implicated as endotoxin neutralising agents. The potent (nM) cytotoxicity of BPI is limited to gram-negative bacteria (GNB), reflecting the high affinity (<10 nM) of BPI for bacterial lipopolysaccharides (LPS). Binding of BPI to live bacteria via LPS causes immediate growth arrest, actual killing coincides with later damage to the inner membrane.	PMID:28336464|PMID:9665269	ARO:3000053	ARO:3000053	peptide antibiotic		PDB:1EWF	classified_as_antibiotic
ARO:3004129	cephaloridine	Cephaloridine is a semisynthetic, broad-spectrum, first-generation cephalosporin with antibacterial activity. Cephaloridine binds to and inactivates penicillin-binding proteins (PBPs) located on the inner membrane of the bacterial cell wall. PBPs are enzymes involved in the terminal stages of assembling the bacterial cell wall and in reshaping the cell wall during growth and division. Inactivation of PBPs interferes with the cross-linkage of peptidoglycan chains necessary for bacterial cell wall strength and rigidity. This results in the weakening of the bacterial cell wall and causes cell lysis.	PMID:5175748|PMID:2907014	ARO:3009105	ARO:0000032	cephalosporin	Cefaloridin|Cefaloridine|Cefalorizin|Cephalomycine|Cephaloridin|Cephaloridinum|Ceporin	CAS:50-59-9|CHEBI:3537|ChEMBL:CHEMBL316157|PubChem:5773	classified_as_antibiotic
ARO:3004130	balofloxacin	Balofloxacin is an 8-methoxy fluoroquinolone antibiotic. It shows potent bactericidal activity and inhibits the supercoiling activity of DNA gyrase of S. aureus, E. coli, and P. aeruginosa.	PMID:1329626|PMID:7492097	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic	1-cyclopropyl-6-fluoro-1,4-dihydro-8-methoxy-7-(3-methylaminopiperidine-1-yl)-4-oxoquinoline-3-carboxylic acid|Q 35|Q-35	CAS:127294-70-6|CHEBI:34553|ChEMBL:CHEMBL1210954|PubChem:65958	classified_as_antibiotic
ARO:3004295	lassomycin	A ribosomally synthesized cyclic peptide antibiotic. Lassomycin has been shown to be effective against drug-resistant mycobacteria but shows little activity against other bacteria. Lassomycin targets and binds to a region of the ClpC1 ATPase complex and uncouples ATPase from proteolytic activity, an essential function for mycobacterial viability, causing cell death.	PMID:24684906	ARO:3000157|ARO:3009658			labetaomycin	PubChem:102602724	classified_as_antibiotic
ARO:3004374	malacidin A	A calcium-dependent cyclic lipopeptide found to be effective against multidrug-resistant Staphylococcus aureus in cutaneous wound infections.	PMID:29434326	ARO:3000035	ARO:3009657	nonribosomal peptide antibiotics		CHEBI:140173|PubChem:132274667	classified_as_antibiotic
ARO:3004462	delafloxacin	Delafloxacin is a novel fluoroquinolone antibiotic, differentiated from other on-market fluoroquinolones by the absence of a protonatable substituent conferring a weakly acidic character to the molecule. This property results in increased intracellular penetration and enhanced bactericidal activity under acidic conditions.	PMID:29605887	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic		ChEMBL:CHEMBL2105637|PubChem:487101	classified_as_antibiotic
ARO:3004473	tebipenem	A carbapenem antibiotic, administered as the oral drug tebipenem-pivoxil, shown to be effective at treating bacterial infections.	PMID:30014729	ARO:0000020	ARO:0000020	carbapenem		ChEMBL:CHEMBL576981|PubChem:9800194	classified_as_antibiotic
ARO:3004474	cefiderocol	A siderophore cephalosporin with antibiotic activity against Gram-negative pathogens including and specifically Pseudomonas aeruginosa.	PMID:29960205	ARO:3009109	ARO:0000032	cephalosporin		CAS:1225208-94-5|CHEBI:140376|ChEMBL:CHEMBL3989974|PubChem:77843966	classified_as_antibiotic
ARO:3004477	eremomycin pyrrolidide	Eremomycin pyrrolidide 3, 4, 5, and 6 are semisynthetic glycopeptide derived from vancomycin or eremomycin. There have high activity against staphylococci and enterococci, including vancomycin-resistant strains.	PMID:30237697	ARO:3000081	ARO:3000081	glycopeptide antibiotic			classified_as_antibiotic
ARO:3004490	delamanid	A novel nitroimidazole antibiotic for treating Mycobacterium tuberculosis infection. Delamanid inhibits bacterial cell wall growth by mycolic acid synthesis disruption and is particularly effective in combination therapies against multidrug-resistant tuberculosis.	PMID:25210407	ARO:3004115	ARO:3004115	nitroimidazole antibiotic	deltyba	CAS:681492-22-8|CHEBI:134742|ChEMBL:CHEMBL218650|PubChem:6480466	classified_as_antibiotic
ARO:3004492	bedaquiline	A diarylquinoline antibiotic drug sold under the brand name Sirturo, used to treat infection from Mycobacterium spp., particularly multidrug-resistant tuberculosis. Bedaquiline disrupts ATP synthase by proton pump blockage, inhibiting ATP synthesis.	PMID:24130398	ARO:3004491	ARO:3004491	diarylquinoline antibiotic	Sirturo	CAS:843663-66-1|CHEBI:72292|ChEMBL:CHEMBL376488|PubChem:5388906	classified_as_antibiotic
ARO:3004499	tosufloxacin	Tosufloxacin is a fluoroquinolone antibiotic with an extended spectrum of activity.	PMID:1906696	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic		CAS:100490-36-6|CHEBI:77573|ChEMBL:CHEMBL273348|PubChem:5517	classified_as_antibiotic
ARO:3004566	rifalazil	Rifalazil is a rifamycin derivative antibiotic, sometimes used for treating Clostridioides difficile infections.	PMID:12556219	ARO:3000157	ARO:3000157	rifamycin antibiotic		CHEBI:188526|ChEMBL:CHEMBL236297|PubChem:135431094	classified_as_antibiotic
ARO:3004567	ramoplanin	Ramoplanin is a glycolipodepsipeptide antibiotic derived from gram-positive Actinoplanes used to treat infection with Clostridioides difficile.	PMID:25182650	ARO:3000035	ARO:3009657	nonribosomal peptide antibiotics		CHEBI:29670|ChEMBL:CHEMBL2368737|PubChem:16132338	classified_as_antibiotic
ARO:3004701	ceftazidime-cloxacillin	An antibiotic cocktail containing beta-lactam penam antibiotic cloxacillin and the cephalosporin ceftazidime.	PMID:33828370	ARO:3000707					classified_as_antibiotic
ARO:3004702	cefepime-cloxacillin	An antibiotic cocktail containing the cephalosporin cefepime and the penicillin cloxacillin.		ARO:3000707					classified_as_antibiotic
ARO:3004703	imipenem-cloxacillin	An antibiotic cocktail containing beta-lactam penam antibiotic cloxacillin and the beta-lactam carbapenam antibiotic imipenam.		ARO:3000707					classified_as_antibiotic
ARO:3004705	ceftazidime-clavulanic acid	An antibiotic cocktail containing the cephalosporin antibiotic ceftazidime and the beta-lactamase inhibitor clavulanic acid.		ARO:3000707			ceftazidime-clavulanate	PubChem:9575352	classified_as_antibiotic_plus_adjuvant
ARO:3004707	cefoxitin-clavulanate	An antibiotic cocktail containing the cephamycin antibiotic cefoxitin and the beta-lactamase inhibitor clavulanate.		ARO:3000707					classified_as_antibiotic_plus_adjuvant
ARO:3004708	cefoxitin-sulbactam	An antibiotic cocktail containing the cephamycin antibiotic cefoxitin and the beta-lactamase inhibitor sulbactam.		ARO:3000707					classified_as_antibiotic_plus_adjuvant
ARO:3004709	cefoxitin-tazobactam	An antibiotic cocktail containing the cephamycin antibiotic cefoxitin and the beta-lactamase inhibitor tazobactam.		ARO:3000707					classified_as_antibiotic_plus_adjuvant
ARO:3004710	cefotaxime-clavulanic acid	An antibiotic cocktail containing the cephalosporin antibiotic cefotaxime and the beta-lactamase inhibitor clavulanic acid.		ARO:3000707			cefotaxime-clavulante		classified_as_antibiotic_plus_adjuvant
ARO:3004711	cefotaxime-tazobactam	An antibiotic cocktail containing the cephalosporin antibiotic cefotaxime and the beta-lactamase inhibitor Tazobactam.		ARO:3000707					classified_as_antibiotic_plus_adjuvant
ARO:3004712	ceftazidime-tazobactam	An antibiotic cocktail containing the cephalosporin antibiotic ceftazidime and the beta-lactamase inhibitor tazobactam.		ARO:3000707					classified_as_antibiotic_plus_adjuvant
ARO:3004713	aztreonam-clavulanate	An antibiotic cocktail containing the beta-lactam antibiotic aztreonam and the conjugate base of the beta-lactamase inhibitor clavulanic acid (clavulanate).		ARO:3000707			aztreonam-clavulanic acid		classified_as_antibiotic_plus_adjuvant
ARO:3004714	aztreonam-tazobactam	An antibiotic cocktail containing the beta-lactam antibiotic aztreonam and the beta-lactamase inhibitor tazobactam.		ARO:3000707					classified_as_antibiotic_plus_adjuvant
ARO:3004716	vanillobiocin	Antibiotic similar to clorobiocin, but with vanillic acid as the acyl component instead of crenelated 4-hydroxybenzoic acid.	PMID:15152806	ARO:3000103	ARO:3000103	aminocoumarin antibiotic		CHEBI:197618|PubChem:76180016	classified_as_antibiotic
ARO:3004717	isovanillobiocin	Antibiotic similar to clorobiocin, but with vanillic acid as the acyl component instead of crenelated 4-hydroxybenzoic acid. Different from vanillobiocin by the position of the pyrrole unit attached to the sugar moiety of the antibiotic.	PMID:15152806	ARO:3000103	ARO:3000103	aminocoumarin antibiotic		CHEBI:211429|PubChem:76181969	classified_as_antibiotic
ARO:3004718	declovanillobiocin	Antibiotic similar to clorobiocin, but with vanillic acid as the acyl component instead of crenelated 4-hydroxybenzoic acid. Declovanillobiocin lacks the chlorine atom at the aminocoumarin ring compared to vanillobiocin.	PMID:15152806	ARO:3000103	ARO:3000103	aminocoumarin antibiotic		CHEBI:206681|PubChem:76173558	classified_as_antibiotic
ARO:3004724	ceftolozane-tazobactam	An antibiotic cocktail containing the cephalosporin antibiotic ceftolozane and the beta-lactamase inhibitor tazobactam.		ARO:3000707					classified_as_antibiotic_plus_adjuvant
ARO:3004726	cefpirome	Cefpirome is a fourth generation cephalosporin with activity against methicillin-susceptible Staphylococcus aureus, coagulase-negative staphylococci and viridans group streptococci, and in vitro activity towards Streptococcus pneumoniae.	PMID:9211085	ARO:3009108	ARO:0000032	cephalosporin		CAS:84957-29-9|CHEBI:3503|ChEMBL:CHEMBL65794|PubChem:5479539	classified_as_antibiotic
ARO:3004727	cefsulodin	Cefsulodin is a third generation cephalosporin with with activity against Pseudomonas spp., but little activity against other Gram-negative bacteria.	PMID:119787	ARO:3009107	ARO:0000032	cephalosporin		CAS:62587-73-9|CHEBI:3507|ChEMBL:CHEMBL3351077|PubChem:5284530	classified_as_antibiotic
ARO:3004728	carumonam	Carumonam is a monobactam antibiotic. It has activity towards Gram-negative bacteria with negligible activity towards Gram-postitive bacteria.	PMID:4073864	ARO:0000004	ARO:0000004	monobactam		CAS:87638-04-8|CHEBI:55486|ChEMBL:CHEMBL1614658|PubChem:6540466	classified_as_antibiotic
ARO:3004729	LYS228	A monobactam with potent activity against Enterobacteriaceae. Stable to metallo-B-lactamases and serine carbapenemases resulting in potency against the majority of extended-spectrum B-lactamase-producing and carbapenem-resistant Enterobacteriaceae strains tested.	PMID:30038040	ARO:0000004	ARO:0000004	monobactam		PubChem:118380292	classified_as_antibiotic
ARO:3004731	zabofloxacin	A fluoroquinolone with potent activity against Gram-positive pathogens. Showed the most potent in vitro and in vivo activities against drug-resistant Streptococcus pneumoniae. One of the most potent antibacterial agent against penicillin-resistant S. pneumoniae in a murine systemic infection model.	PMID:27869677|PMID:16873394	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic		ChEMBL:CHEMBL2107811|PubChem:54556623	classified_as_antibiotic
ARO:3004732	finafloxacin	An 8-cyano-substituted fluoroquinolone with increased antibacterial activity in acidic conditions in contrast to other fluoroquinolones which demonstrate reduced activity in lower pH. Finafloxacin showed increased bactericidal activity at pH 5 in comparison to pH 7 and ciprofloxacin at pH 5 in vitro.	PMID:21596526|PMID:28438936	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic		CAS:209342-40-5|CHEBI:85176|ChEMBL:CHEMBL1908370|PubChem:11567473	classified_as_antibiotic
ARO:3004733	nemonoxacin	A C-8-methoxy non-fluorinated quinolone exhibiting potent antibacterial activities against Gram-positive, including MRSA and fluoroquinolone-resistant MRSA, Gram-negative, and atypical pathogens, especially methicillin-resistant Staphylococcus aureus.	PMID:22650326|PMID:25529577	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic		CAS:378746-64-6|CHEBI:136053|ChEMBL:CHEMBL1213456|PubChem:11993740	classified_as_antibiotic
ARO:3004858	zoliflodacin	Experimental antibiotic in phase two trial for Neisseria gonorrhoeae treatment.	PMID:31730160	ARO:3007160	ARO:3007160	zoliflodacin-like antibiotic		ChEMBL:CHEMBL3544978|PubChem:76685216	classified_as_antibiotic
ARO:3004952	thioacetazone	Thioacetazone is an inexpensive, antitubercular, bacteriostatic drug that has been widely used in combination with isoniazid in Africa and South America. This drug is rarely in use.	PMID:18094751	ARO:3007161	ARO:3007161	thiosemicarbazone antibiotic	amithiozone|thiacetazone	CAS:104-06-3|CHEBI:134958|ChEMBL:CHEMBL375492|PubChem:9568512	classified_as_antibiotic
ARO:3005070	complestatin	A glycopeptide antibiotic which binds to essential peptidoglycan hydrolases, thereby preventing autolysis and inhibited cell wall remodelling during growth.	PMID:32051588	ARO:3000081	ARO:3000081	glycopeptide antibiotic		CHEBI:66093|ChEMBL:CHEMBL506605|PubChem:16134403	classified_as_antibiotic
ARO:3005071	corbomycin	A glycopeptide antibiotic which binds to essential peptidoglycan hydrolases, thereby preventing autolysis and cell wall remodelling.	PMID:32051588	ARO:3000081	ARO:3000081	glycopeptide antibiotic		CHEBI:221137|PubChem:163285731	classified_as_antibiotic
ARO:3005120	levonadifloxacin	A novel broad-spectrum anti-MRSA benzoquinolizine antibiotic effective against gram-positive and gram-negative pathogens.	PMID:31920285	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic		PubChem:9850038	classified_as_antibiotic
ARO:3005167	quinone with antibiotic activity	A class of organic compounds derived from aromatic compounds and exhibiting antibiotic activity.		ARO:1000003					
ARO:3005174	thiacalixarene derivatives	Derivatives of thiacalixarene exhibit antiseptic and antibacterial activity.	PMID:33310546	ARO:3005386	ARO:3005386	disinfecting agents and antiseptics		PubChem:335377	classified_as_antibiotic
ARO:3005175	perchlozone	Perchlozone is a novel thiosemicarbazone used for the treatment of multidrug-resistant tuberculosis. It is similar to thiacetazone with only a different side chain attached to the thiosemicarbazone moiety. Perchlozone is a prodrug that is activated by ethA and inhibits the HadABC complex.	PMID:25704063|PMID:33022959	ARO:3007161	ARO:3007161	thiosemicarbazone antibiotic	4-thioureido-iminomethylpyridinium perchlorate	PubChem:5374694	classified_as_antibiotic
ARO:3007022	prulifloxacin	Prulifloxacin is a 6-fluoroquinolone antibiotic with a C-2 sulfur atom. It is hydrolyzed by esterases to produce the active compound Ulifloxacin. The active compound has broad spectrum activity against most Gram-negative bacteria. Prulifloxacin displays strong bactericidal activity against Pseudomonas aeruginosa biofilms and persister cells.	PMID:1667252|PMID:9531524|PMID:34905092	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic		CAS:123447-62-1|CHEBI:32071|ChEMBL:CHEMBL422648|PubChem:65947	classified_as_antibiotic
ARO:3007024	lascufloxacin	Lascufloxacin is a fluoroquinolone antibiotic.	PMID:28320717	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic		PubChem:71528768	classified_as_antibiotic
ARO:3007025	sarecycline	Sarecycline is a tetracycline derivative.	PMID:30397052	ARO:3000050	ARO:3000050	tetracycline antibiotic		CHEBI:201449|ChEMBL:CHEMBL2364632|PubChem:54681908	classified_as_antibiotic
ARO:3007035	tetracenomycin C	Tetracenomycin C is a tetracenomycin antibiotic, a methyl ester and a tertiary alpha-hydroxy ketone.	PMID:11851469	ARO:3007034	ARO:3007034	tetracenomycin antibiotic		CAS:71135-22-3|CHEBI:9470|PubChem:73632	classified_as_antibiotic
ARO:3007036	tetracenomycin X	Tetracenomycin X is a tetracenomycin antibiotic, a methyl ester and a tertiary alpha-hydroxy ketone.	PMID:32601485	ARO:3007034	ARO:3007034	tetracenomycin antibiotic		CAS:121245-07-6|CHEBI:32209|PubChem:129395	classified_as_antibiotic
ARO:3007037	tetracenomycin A2	Tetracenomycin A2 is a tetracenomycin antibiotic, a methyl ester and a tertiary alpha-hydroxy ketone.	PMID:7982994|PMID:3460987	ARO:3007034	ARO:3007034	tetracenomycin antibiotic		CAS:82277-62-1|CHEBI:32197|PubChem:134024	classified_as_adjuvant
ARO:3007039	chlorhexidine	Chlorhexidine is a disinfectant and antiseptic that is used for skin disinfection, including mouthwashes (chlorhexidine gluconate).	PMID:13172429	ARO:3005386	ARO:3005386	disinfecting agents and antiseptics	chlorhexidine acetate|chlorhexidine digluconate|chlorhexidine gluconate	CAS:55-56-1|CHEBI:3614|ChEMBL:CHEMBL790|PubChem:9552079	classified_as_antibiotic
ARO:3007040	cefotaxime-ceftiofur-tazobactam-clavulanate	A combination therapy for multidrug resistant pathogens consisting of two cephalosporin antibiotics (cefotaxime and ceftiofur) with two beta-lactamase inhibitors (tazobactam and clavulanate) encapsulated in a nanoparticle. They were shown to have efficient antimicrobial activity against multidrug resistant extended-spectrum beta-lactamase producing Enterobacteriaceae.	PMID:34920071	ARO:3000707					classified_as_antibiotic_plus_adjuvant
ARO:3007045	enrofloxacin	Enrofloxacin is a broad-spectrum fluoroquinolone antibiotic. It is used in veterinary medicine predominately for dogs and cats but is sometimes used for other animals.	PMID:9278889	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic		CAS:93106-60-6|CHEBI:35720|ChEMBL:CHEMBL15511|PubChem:71188	classified_as_antibiotic
ARO:3007046	marbofloxacin	Marbofloxacin is a broad-spectrum fluoroquinolone antibiotic. It is used in veterinary medicine predominately for dogs and cats.	PMID:8583541|PMID:8383902|PMID:8235542	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic		CAS:115550-35-1|CHEBI:132230|ChEMBL:CHEMBL478120|PubChem:60651	classified_as_antibiotic
ARO:3007072	ceftazidime-avibactam	An antibiotic-adjuvant admixture of the beta-lactam antibiotic ceftazidime and the non-beta-lactam beta-lactamase inhibitor avibactam.	PMID:23371303|PMID:29671219	ARO:3000707				CAS:1393723-27-7|CHEBI:85989|PubChem:77050660	classified_as_antibiotic_plus_adjuvant
ARO:3007083	biapenem	Biapenem is a broad spectrum injectable antibiotic belonging to the carbapenem subgroup of beta-lactams.	PMID:12381221|PMID:8031067	ARO:0000020	ARO:0000020	carbapenem	Biapenern|Bipenem|Omegacin	CAS:120410-24-4|CHEBI:3089|ChEMBL:CHEMBL285347|PubChem:71339	classified_as_antibiotic
ARO:3007086	epinecidin-1	Epinecidin-1 is a peptide antibiotic derived from Epinephelus coioides with broad spectrum activity against a range or Gram positive and Gram negative bacteria.	PMID:17570764	ARO:3000053	ARO:3000053	peptide antibiotic		PubChem:49769423	classified_as_antibiotic
ARO:3007088	murepavadin	A peptidomimetic antibiotic with specific, potent action against members of the Pseudomonas genus. Murepavadin disrupts lipopolysaccharide biosynthesis by binding to lypopolysaccharide transport protein D.	PMID:20167788|PMID:33367642	ARO:3007162	ARO:3007162	protegrin-1-like antibiotic	POL7080	ChEMBL:CHEMBL3946483|PubChem:91824766	classified_as_antibiotic
ARO:3007090	albendazole	Albendazole is a compound used in the treatment of parasitic worm infestations. It has been shown to exhibit antibiotic activity against Escherichia coli by inhibiting MurA (MurZ), thereby disrupting cell wall synthesis.	PMID:35453279	ARO:3007163	ARO:3007163	albendazole-like antibiotic	Albendazol|Albendazolum|Albenza|Bilutac|Eskazole|Proftril|Valbazen|Zentel	CAS:54965-21-8|CHEBI:16664|ChEMBL:CHEMBL1483|PubChem:2082	classified_as_antibiotic
ARO:3007091	diflunisal	Diflunisal is a salicylic acid derivative and aspirin analogue typically used as a nonsteroidal anti-inflammatory drug. It has been shown to exhibit antibiotic activity against Escherichia coli by inhibiting MurA (MurZ), thereby disrupting cell wall synthesis.	PMID:35453279	ARO:3007159	ARO:3007159	salicylic acid antibiotic	Adomal|Dolobid|Dolobis|Flovacil|Fluniget|Fluodonil|Flustar	CAS:22494-42-4|CHEBI:39669|ChEMBL:CHEMBL898|PubChem:3059	classified_as_antibiotic
ARO:3007092	gepotidacin	Gepotidacin is a triazaacenaphthylene bacterial type II topoisomerase inhibitor used experimentally. It has been in phase III of clinical trials since 2019 for the treatment of gonorrhea, however gepotidacin has demonstrated antibiotic activity against a variety of bacteria.	PMID:26729499	ARO:3007164	ARO:3007164	triazaacenaphthylene antibiotic		ChEMBL:CHEMBL3317856|PubChem:25101874	classified_as_antibiotic
ARO:3007093	klebsidin	Klebsidin is a peptide antibiotic derived from Klebsiella pneumoniae that exhibits activity against members of the Enterobacteriaceae family of Gram-negative bacteria, including Escherichia and Salmonella species. Klebsidin acts by accumulating in the target cell and inhibiting RNA polymerase.	PMID:35315272	ARO:3009658	ARO:3009658	lasso peptide antibiotics		CHEBI:219023|PubChem:146684527	classified_as_antibiotic
ARO:3007114	ornidazole	Ornidazole is a synthetic nitroimidazole derivative mainly used to treat parasitic infections but has also demonstrated antibiotic activity against anaerobic bacteria.	PMID:18220342|PMID:1863621	ARO:3004115	ARO:3004115	nitroimidazole antibiotic		CAS:16773-42-5|CHEBI:75176|ChEMBL:CHEMBL1449676|PubChem:28061	classified_as_antibiotic
ARO:3007139	cordycepin	Cordycepin is an experimental nucleoside antibiotic which has been shown to exhibit activity against H. pylori. It is produced by the Cordyceps fungus, which is used in traditional Chinese medicine.	PMID:35191475	ARO:3000034	ARO:3000034	nucleoside antibiotic	3'-deoxyadenosine|cordycepine	CAS:73-03-0|CHEBI:29014|ChEMBL:CHEMBL305686|PubChem:6303	classified_as_antibiotic
ARO:3007143	sulopenem	Sulopenem is a carbapenem derivative in phase III clinical trials (2022) for the treatment of various gram-positive and gram-negative infections.	PMID:35294769	ARO:0000020	ARO:0000020	carbapenem		CHEBI:201412|ChEMBL:CHEMBL1908305|PubChem:9950244	classified_as_antibiotic
ARO:3007145	imipenem-cilastatin-relebactam	An antibiotic-adjuvant admixture of the beta-lactam antibiotic imipenem, beta-lactam potentiator cilastatin, and beta-lactamase inhibitor relebactam.	PMID:33580649|PMID:29230684	ARO:3000707					classified_as_antibiotic_plus_adjuvant
ARO:3007146	meropenem-vaborbactam	An antibiotic-adjuvant admixture of the beta-lactam antibiotic meropenem and the beta-lactamase inhibitor vaborbactam.	PMID:29230684|PMID:29692218	ARO:3000707			Carbavance|Vabomere	PubChem:86298703	classified_as_antibiotic_plus_adjuvant
ARO:3007148	cefepime-taniborbactam	An antibiotic cocktail containing the beta-lactam antibiotic cefepime and the beta-lactamase inhibitor taniborbactam. As of 2022, this antibiotic-adjuvant mixture is in phase III clinical trials for the treatment of various bacterial infections.	PMID:31871094	ARO:3000707					classified_as_antibiotic_plus_adjuvant
ARO:3007165	gemifloxacin	Gemifloxacin is a broad-spectrum, fourth generation, oral fluoroquinolone antibiotic used in the treatment of various bacterial infections, primarily in the lungs. It has been discontinued for therapeutic use in the US over concerns of tendon and peripheral neuron toxicity, although it is still available for experimental application and elsewhere for therapeutic use. It is usually administered as a mesylate salt, gemifloxacin mesylate.	PMID:12764426	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic	Factive	CAS:175463-14-6|CHEBI:101853|ChEMBL:CHEMBL430|PubChem:9571107	classified_as_antibiotic
ARO:3007167	evernimicin	Evernimicin is a veterinary oligosaccharide antibiotic of the orthosomycin group of orthoester antibiotics. Along with avilamycin, it exhibits activity against a variety of Gram-positive and -negative bacteria and is primarily used in livestock feed.	PMID:27330110	ARO:3007166	ARO:3007166	orthosomycin antibiotic	everninomicin	ChEMBL:CHEMBL5283245|PubChem:6917933	classified_as_antibiotic
ARO:3007168	avilamycin	Avilamycin is an experimental oligosaccharide antibiotic of the orthosomycin group of orthoester antibiotics. Along with evernimicin, it exhibits activity against a variety of Gram-positive and -negative bacteria.	PMID:27330110	ARO:3007166	ARO:3007166	orthosomycin antibiotic		PubChem:71674	classified_as_antibiotic
ARO:3007169	pirlimycin	Pirlimycin is an experimental/veterinary lincosamide antibiotic. Although not approved for use in humans, pirlimycin is commonly used to treat mammary gland infections in cattle.	PMID:12584673	ARO:0000017	ARO:0000017	lincosamide antibiotic	Pirsue	CHEBI:201427|ChEMBL:CHEMBL1652611|PubChem:157385	classified_as_antibiotic
ARO:3007176	TNP-2198	TNP-2198 is an experimental rifamycin-nitroimidazole conjugate currently in development for treatment of several bacterial infections. It exhibits greater activity than rifamycin and nitroimidazole antibiotics administered together and is effective against bacteria resistant to both drug classes.	PMID:35175750	ARO:3000157|ARO:3004115				ChEMBL:CHEMBL5314439|PubChem:136014272	classified_as_antibiotic
ARO:3007178	nitazoxanide	Nitazoxanide is a thiazolide antiparatasitic and antiviral drug that has demonstrated antibacterial activity against Helicobacter pylori. It is well tolerated and exhibits a synergistic effect with other antibiotics, such as clarithromycin.	PMID:35587063	ARO:3007177	ARO:3007177	thiazolide antibiotic	Alinia|Nizonide|nitazoxamide	ChEMBL:CHEMBL1401|PubChem:41684	classified_as_antibiotic
ARO:3007197	enramycin	Enramycin is a polypeptide antibiotic commonly used as a feed additive for livestock. It is produced by species of the Streptomyces genus and is used to prevent necrotic enteritis in poultry and pigs. Enramycin disrupts cell wall synthesis by inhibiting MurG.	PMID:35841645	ARO:3009656	ARO:3009656	ribosomally synthesized and post-translationally modified peptide antibiotics		ChEMBL:CHEMBL2109091|PubChem:56842192	classified_as_antibiotic
ARO:3007364	cefepime-tazobactam	A mixture of the beta-lactam antibiotic cefepime and the beta-lactamase inhibitor tazobactam.	PMID:33716176	ARO:3000707				PubChem:9567558	classified_as_antibiotic_plus_adjuvant
ARO:3007365	cefepime-enmetazobactam	A mixture of the beta-lactam antibiotic cepefime and the beta-lactamase inhibitor enmetazobactam.	PMID:35471043	ARO:3000707					classified_as_antibiotic_plus_adjuvant
ARO:3007366	aztreonam-avibactam	A mixture of the beta-lactam antibiotic aztreonam and the beta-lactamase inhibitor avibactam.	PMID:35760303	ARO:3000707					classified_as_antibiotic_plus_adjuvant
ARO:3007376	gentamicin X	Gentamicin X is an aminoglycoside antibiotic. It is a precursor of gentamicin C and a minor component of the gentamicin antibiotic mixture.	PMID:25641167	ARO:3007382	ARO:0000016	aminoglycoside antibiotic	gentamicin X2	ChEMBL:CHEMBL4465498|PubChem:15574862	classified_as_antibiotic
ARO:3007377	6'-N-ethylnetilmicin	6'-N-ethylnetilmicin is an aminoglycoside antibiotic and a derivative of netilmicin.	PMID:8385262	ARO:0000016	ARO:0000016	aminoglycoside antibiotic		PubChem:15344654	classified_as_antibiotic
ARO:3007378	2'-N-ethylnetilmicin	2'-N-ethylnetilmicin is an aminoglycoside antibiotic and a derivative of netilmicin.	PMID:8385262	ARO:0000016	ARO:0000016	aminoglycoside antibiotic		PubChem:101649392	classified_as_antibiotic
ARO:3007379	5-episisomicin	5-episosomicin is a semisynthetic aminoglycoside antibiotic similar to sisomicin.	PMID:697347	ARO:0000016	ARO:0000016	aminoglycoside antibiotic	pentisomicin	PubChem:65453	classified_as_antibiotic
ARO:3007382	gentamicin	Gentamicin is a commonly used aminoglycoside antibiotic derived from members of the Micromonospora genus of bacteria. It acts by binding the 30S ribosomal subunit, thus inhibiting protein synthesis. Gentamicin is typically used to treat Gram-negative infections of the repiratory and urinary tract, as well as infections of the bone and soft tissue. It also exhibits considerable nephrotoxicity and ototoxicity. Gentamicin is administered as a mixture of gentamicin type C (which makes about around 80% of the complex) and types A, B, and X (distributed in the remaining 20% of the complex).	PMID:28507482	ARO:0000016|ARO:3000707	ARO:0000016	aminoglycoside antibiotic	Cidomycin|Garamycin|Gentacycol|Gentamicins|Gentamicinum|Gentavet	ChEMBL:CHEMBL3039597|PubChem:3467	classified_as_antibiotic
ARO:3007422	ceftaroline-avibactam	A combination of the beta-lactam antibiotic ceftaroline and the beta-lactamase inhibitor avibactam.	PMID:22441578	ARO:3000707					classified_as_antibiotic_plus_adjuvant
